0.00000000e+00 1.00000000e+00 9.99951756e-01 9.99999999e-01 1.00004825e+00 1.31799338e-05 4.00023086e-03 9.97999769e-01 1.00011819e+00 9.99591078e-01 2.00011543e+00 1.00000000e+00 0.010000 -7.42208600e-05 2.41221705e+00 -6.28260235e-16 3.46168856e-18 -2.13727787e-16 0.00000000e+00 0.00000000e+00 1.04719755e+00 -1.16555014e-17 1.44418705e-15 -1.45023103e-13 1.00000000e+00 4.00023088e-03 7.30595226e-16 1.80157437e-13
2.00000000e+00 1.00000579e+00 9.99939373e-01 9.99928751e-01 2.54798042e+00 3.35805931e-05 6.38517232e-03 9.95589353e-01 1.00011800e+00 9.99401854e-01 3.19223147e+00 9.99974576e-01 0.010000 -3.66254936e-05 3.50984572e-01 -4.00076328e-16 7.30004412e-18 -6.12291634e-16 -5.83592037e-13 1.85862890e-13 1.04719755e+00 -4.25207198e-14 3.17682524e-15 -1.82686424e-13 9.99974576e-01 6.38517235e-03 7.58924100e-16 2.68947581e-13
4.00000000e+00 1.00000526e+00 9.99931506e-01 9.99852143e-01 4.47373593e+00 5.89606989e-05 8.46076733e-03 9.93488092e-01 1.00011780e+00 9.99323943e-01 4.22944379e+00 9.99948962e-01 0.010000 -3.96166897e-05 2.27483046e-01 -4.19831770e-16 1.06815475e-17 -6.94401675e-16 -6.27479610e-13 2.11507736e-13 1.04719755e+00 -3.54404646e-14 4.67871050e-15 -2.06829210e-13 9.99948962e-01 8.46076737e-03 8.25891503e-16 2.93680383e-13
6.00000000e+00 1.00000500e+00 9.99927262e-01 9.99771243e-01 6.58446831e+00 8.67786698e-05 1.02644323e-02 9.91657832e-01 1.00011759e+00 9.99281781e-01 5.13050599e+00 9.99922419e-01 0.010000 -4.11537465e-05 1.65178306e-01 -4.28946105e-16 1.36106185e-17 -7.39908996e-16 -6.50374434e-13 2.26037077e-13 1.04719755e+00 -3.04808108e-14 5.98778309e-15 -2.20049409e-13 9.99922419e-01 1.02644324e-02 8.60176723e-16 3.06953021e-13
8.00000000e+00 1.00000485e+00 9.99924572e-01 9.99687968e-01 8.80899160e+00 1.16096325e-04 1.18723770e-02 9.90022852e-01 1.00011738e+00 9.99254958e-01 5.93355134e+00 9.99895439e-01 0.010000 -4.20729928e-05 1.28757192e-01 -4.33608880e-16 1.62138907e-17 -7.69597762e-16 -6.64206920e-13 2.35723609e-13 1.04719755e+00 -2.64079628e-14 7.15829858e-15 -2.28565392e-13 9.99895439e-01 1.18723770e-02 8.80607825e-16 3.15320399e-13
1.00000000e+01 1.00000476e+00 9.99922692e-01 9.99603213e-01 1.11132276e+01 1.46464538e-04 1.33350511e-02 9.88532927e-01 1.00011717e+00 9.99236147e-01 6.66382342e+00 9.99868242e-01 0.010000 -4.26730593e-05 1.05142118e-01 -4.36011509e-16 1.85750744e-17 -7.90963717e-16 -6.73275796e-13 2.42840948e-13 1.04719755e+00 -2.27854973e-14 8.22619886e-15 -2.34614811e-13 9.99868242e-01 1.33350512e-02 8.93898267e-16 3.21132101e-13
1.20000000e+01 1.00000470e+00 9.99921292e-01 9.99517468e-01 1.34779534e+01 1.77629964e-04 1.46854262e-02 9.87155204e-01 1.00011696e+00 9.99222081e-01 7.33782120e+00 9.99840949e-01 0.010000 -4.30854403e-05 8.86838014e-02 -4.37101024e-16 2.07486676e-17 -8.07363106e-16 -6.79512945e-13 2.48412211e-13 1.04719755e+00 -1.94250046e-14 9.21500749e-15 -2.39197254e-13 9.99840949e-01 1.46854262e-02 9.03004463e-16 3.25436507e-13
1.40000000e+01 1.00000467e+00 9.99920201e-01 9.99431034e-01 1.58911023e+01 2.09433572e-04 1.59459938e-02 9.85867263e-01 1.00011675e+00 9.99211080e-01 7.96680050e+00 9.99813629e-01 0.010000 -4.33773159e-05 7.65966195e-02 -4.37355036e-16 2.27717969e-17 -8.20532511e-16 -6.83918523e-13 2.52969455e-13 1.04719755e+00 -1.62315585e-14 1.01407736e-14 -2.42828723e-13 9.99813629e-01 1.59459939e-02 9.09435399e-16 3.28773128e-13
1.60000000e+01 1.00000465e+00 9.99919323e-01 9.99344112e-01 1.83445141e+01 2.41767818e-04 1.71327740e-02 9.84653129e-01 1.00011653e+00 9.99202183e-01 8.55877920e+00 9.99786330e-01 0.010000 -4.35867674e-05 6.73622560e-02 -4.37041713e-16 2.46709003e-17 -8.31466597e-16 -6.87064705e-13 2.56818977e-13 1.04719755e+00 -1.31519110e-14 1.10149236e-14 -2.45804089e-13 9.99786330e-01 1.71327741e-02 9.14045083e-16 3.31448963e-13
1.80000000e+01 1.00000463e+00 9.99918597e-01 9.99256841e-01 2.08323602e+01 2.74555882e-04 1.82576054e-02 9.83500995e-01 1.00011632e+00 9.99194801e-01 9.11968303e+00 9.99759083e-01 0.010000 -4.37370940e-05 6.00872929e-02 -4.36323921e-16 2.64655216e-17 -8.40779443e-16 -6.89303942e-13 2.60150842e-13 1.04719755e+00 -1.01537518e-14 1.18458960e-14 -2.48304977e-13 9.99759083e-01 1.82576055e-02 9.17354986e-16 3.33652171e-13
2.00000000e+01 1.00000463e+00 9.99917986e-01 9.99169315e-01 2.33505270e+01 3.07743553e-04 1.93296025e-02 9.82401768e-01 1.00011611e+00 9.99188552e-01 9.65407449e+00 9.99731907e-01 0.010000 -4.38434094e-05 5.42130220e-02 -4.35306569e-16 2.81707119e-17 -8.48873333e-16 -6.90866027e-13 2.63089974e-13 1.04719755e+00 -7.21626574e-15 1.26401834e-14 -2.50450067e-13 9.99731907e-01 1.93296026e-02 9.19702778e-16 3.35504998e-13
4.00000000e+01 1.00000480e+00 9.99914749e-01 9.98291731e-01 4.96874269e+01 6.54845404e-04 2.81966707e-02 9.73268825e-01 1.00011405e+00 9.99154679e-01 1.40670752e+01 9.99466563e-01 0.010000 -4.38050626e-05 2.73174361e-02 -4.17741305e-16 4.20479565e-17 -8.98340516e-16 -6.89454087e-13 2.82091359e-13 1.04719755e+00 2.06180037e-14 1.93132112e-14 -2.62778285e-13 9.99466563e-01 2.81966709e-02 9.19528885e-16 3.45379538e-13
6.00000000e+01 1.00000510e+00 9.99913393e-01 9.97424397e-01 7.74237220e+01 1.02039030e-03 3.51974825e-02 9.66016455e-01 1.00011210e+00 9.99139580e-01 1.75402737e+01 9.99215506e-01 0.010000 -4.30596984e-05 1.82526854e-02 -3.95551904e-16 5.26538236e-17 -9.26433889e-16 -6.77075059e-13 2.93699979e-13 1.04719755e+00 4.73932258e-14 2.47396161e-14 -2.68960461e-13 9.99215506e-01 3.51974827e-02 9.04780919e-16 3.49864406e-13
8.00000000e+01 1.00000544e+00 9.99912639e-01 9.96575130e-01 1.06130749e+02 1.39872876e-03 4.12092958e-02 9.59768497e-01 1.00011027e+00 9.99130491e-01 2.05134769e+01 9.98979833e-01 0.010000 -4.21008140e-05 1.37192751e-02 -3.72054597e-16 6.14611186e-17 -9.47311188e-16 -6.61399811e-13 3.02604514e-13 1.04719755e+00 7.37648879e-14 2.95343568e-14 -2.73070236e-13 9.98979833e-01 4.12092961e-02 8.86047296e-16 3.52815233e-13
1.00000000e+02 1.00000582e+00 9.99912169e-01 9.95746716e-01 1.35620345e+02 1.78738094e-03 4.65840241e-02 9.54173201e-01 1.00010855e+00 9.99124245e-01 2.31633269e+01 9.98759706e-01 0.010000 -4.10494596e-05 1.10017023e-02 -3.48051520e-16 6.90689984e-17 -9.64657075e-16 -6.44320733e-13 3.10089971e-13 1.04719755e+00 9.98934675e-14 3.39408522e-14 -2.76149186e-13 9.98759706e-01 4.65840243e-02 8.65811458e-16 3.55136731e-13
