0.00000000e+00 1.00000000e+00 9.99951756e-01 9.99999999e-01 1.00004825e+00 1.31799338e-05 4.00023086e-03 9.97999769e-01 1.00011819e+00 9.99591078e-01 2.00011543e+00 1.00000000e+00 0.010000 -7.42208600e-05 2.41221705e+00 -6.28260235e-16 3.46168856e-18 -2.13727787e-16 0.00000000e+00 0.00000000e+00 1.04719755e+00 -1.16555014e-17 1.44418705e-15 -1.45023103e-13 1.00000000e+00 4.00023088e-03 7.30595226e-16 1.80157437e-13
2.00000000e+00 1.00000579e+00 9.99939360e-01 9.99928747e-01 2.54816763e+00 3.35830604e-05 6.38540689e-03 9.95589118e-01 1.00011800e+00 9.99401727e-01 3.19270344e+00 9.99974575e-01 0.010000 -3.66301261e-05 3.51033110e-01 -4.00104563e-16 7.30151397e-18 -6.12421374e-16 -5.83671697e-13 1.85902246e-13 1.04719755e+00 -4.25150646e-14 3.17751991e-15 -1.82725086e-13 9.99974575e-01 6.38540692e-03 7.59030996e-16 2.68989891e-13
4.00000000e+00 1.00000525e+00 9.99931481e-01 9.99852125e-01 4.47449081e+00 5.89706476e-05 8.46148111e-03 9.93487374e-01 1.00011780e+00 9.99323693e-01 4.23074056e+00 9.99948957e-01 0.010000 -3.96260940e-05 2.27529042e-01 -4.19892012e-16 1.06856347e-17 -6.94659143e-16 -6.27634217e-13 2.11586187e-13 1.04719755e+00 -3.54283804e-14 4.68060981e-15 -2.06905762e-13 9.99948957e-01 8.46148116e-03 8.26106468e-16 2.93762779e-13
6.00000000e+00 1.00000499e+00 9.99927225e-01 9.99771201e-01 6.58616402e+00 8.68010181e-05 1.02657539e-02 9.91656500e-01 1.00011759e+00 9.99281411e-01 5.13287697e+00 9.99922409e-01 0.010000 -4.11677861e-05 1.65221282e-01 -4.29037251e-16 1.36181195e-17 -7.40291650e-16 -6.50601966e-13 2.26154099e-13 1.04719755e+00 -3.04624997e-14 5.99125087e-15 -2.20162964e-13 9.99922409e-01 1.02657540e-02 8.60496293e-16 3.07074209e-13
8.00000000e+00 1.00000485e+00 9.99924522e-01 9.99687894e-01 8.81199892e+00 1.16135960e-04 1.18744034e-02 9.90020809e-01 1.00011738e+00 9.99254470e-01 5.93720168e+00 9.99895421e-01 0.010000 -4.20916055e-05 1.28798193e-01 -4.33730378e-16 1.62254604e-17 -7.70104773e-16 -6.64506443e-13 2.35879149e-13 1.04719755e+00 -2.63835169e-14 7.16363438e-15 -2.28715597e-13 9.99895421e-01 1.18744034e-02 8.81030277e-16 3.15479716e-13
1.00000000e+01 1.00000475e+00 9.99922631e-01 9.99603097e-01 1.11179178e+01 1.46526351e-04 1.33378647e-02 9.88530087e-01 1.00011717e+00 9.99235541e-01 6.66893235e+00 9.99868215e-01 0.010000 -4.26962119e-05 1.05181811e-01 -4.36163032e-16 1.85912852e-17 -7.91594899e-16 -6.73646799e-13 2.43035122e-13 1.04719755e+00 -2.27549647e-14 8.23366464e-15 -2.34801520e-13 9.99868215e-01 1.33378648e-02 8.94422579e-16 3.21329137e-13
1.20000000e+01 1.00000470e+00 9.99921219e-01 9.99517300e-01 1.34846990e+01 1.77718866e-04 1.46891007e-02 9.87151491e-01 1.00011696e+00 9.99221358e-01 7.34455035e+00 9.99840909e-01 0.010000 -4.31131126e-05 8.87225849e-02 -4.37282344e-16 2.07700356e-17 -8.08118533e-16 -6.79955104e-13 2.48645197e-13 1.04719755e+00 -1.93884135e-14 9.22483963e-15 -2.39420408e-13 9.99840909e-01 1.46891008e-02 9.03629928e-16 3.25670966e-13
1.40000000e+01 1.00000466e+00 9.99920116e-01 9.99430807e-01 1.59002779e+01 2.09554501e-04 1.59505968e-02 9.85862607e-01 1.00011675e+00 9.99210239e-01 7.97529840e+00 9.99813576e-01 0.010000 -4.34094943e-05 7.66347403e-02 -4.37565977e-16 2.27987966e-17 -8.21412378e-16 -6.84431609e-13 2.53241453e-13 1.04719755e+00 -1.61889271e-14 1.01531895e-14 -2.43088305e-13 9.99813576e-01 1.59505969e-02 9.10161476e-16 3.29044779e-13
1.60000000e+01 1.00000464e+00 9.99919226e-01 9.99343816e-01 1.83564963e+01 2.41925734e-04 1.71383684e-02 9.84647465e-01 1.00011653e+00 9.99201226e-01 8.56918421e+00 9.99786261e-01 0.010000 -4.36234416e-05 6.73998750e-02 -4.37282128e-16 2.47039736e-17 -8.32471155e-16 -6.87648544e-13 2.57130194e-13 1.04719755e+00 -1.31032521e-14 1.10301260e-14 -2.46100104e-13 9.99786261e-01 1.71383685e-02 9.14871327e-16 3.31757611e-13
1.80000000e+01 1.00000463e+00 9.99918489e-01 9.99256467e-01 2.08475273e+01 2.74755774e-04 1.82642505e-02 9.83494263e-01 1.00011632e+00 9.99193728e-01 9.13212524e+00 9.99758996e-01 0.010000 -4.37782562e-05 6.01245200e-02 -4.36593681e-16 2.65050840e-17 -8.41908972e-16 -6.89958392e-13 2.60501487e-13 1.04719755e+00 -1.00990746e-14 1.18640756e-14 -2.48637443e-13 9.99758996e-01 1.82642506e-02 9.18281012e-16 3.33997645e-13
2.00000000e+01 1.00000462e+00 9.99917866e-01 9.99168855e-01 2.33692599e+01 3.07990440e-04 1.93373545e-02 9.82393910e-01 1.00011611e+00 9.99187362e-01 9.66867724e+00 9.99731800e-01 0.010000 -4.38890530e-05 5.42499345e-02 -4.35605560e-16 2.82171565e-17 -8.50128098e-16 -6.91590970e-13 2.63480254e-13 1.04719755e+00 -7.15557654e-15 1.26615215e-14 -2.50819013e-13 9.99731800e-01 1.93373546e-02 9.20728229e-16 3.35887148e-13
4.00000000e+01 1.00000478e+00 9.99914512e-01 9.98289914e-01 4.97631543e+01 6.55843438e-04 2.82181495e-02 9.73246936e-01 1.00011405e+00 9.99152330e-01 1.41090747e+01 9.99466153e-01 0.010000 -4.38952961e-05 2.73529468e-02 -4.18327507e-16 4.21817078e-17 -9.00864253e-16 -6.90879451e-13 2.82888420e-13 1.04719755e+00 2.07386525e-14 1.93746633e-14 -2.63513898e-13 9.99466153e-01 2.82181496e-02 9.21534478e-16 3.46121822e-13
6.00000000e+01 1.00000507e+00 9.99913041e-01 9.97420339e-01 7.75964157e+01 1.02266628e-03 3.52367147e-02 9.65976329e-01 1.00011209e+00 9.99136076e-01 1.76183573e+01 9.99214615e-01 0.010000 -4.31942658e-05 1.82877489e-02 -3.96417827e-16 5.29025263e-17 -9.30254036e-16 -6.79195062e-13 2.94920340e-13 1.04719755e+00 4.75738024e-14 2.48540674e-14 -2.70066375e-13 9.99214615e-01 3.52367149e-02 9.07746899e-16 3.50957474e-13
8.00000000e+01 1.00000541e+00 9.99912171e-01 9.96567954e-01 1.06441847e+02 1.40282882e-03 4.12696495e-02 9.59706600e-01 1.00011025e+00 9.99125834e-01 2.06348248e+01 9.98978293e-01 0.010000 -4.22795365e-05 1.37541310e-02 -3.73193875e-16 6.18475082e-17 -9.52452198e-16 -6.64209969e-13 3.04262329e-13 1.04719755e+00 7.40054643e-14 2.97125704e-14 -2.74549841e-13 9.98978293e-01 4.12696497e-02 8.89957996e-16 3.54251497e-13
1.00000000e+02 1.00000578e+00 9.99911586e-01 9.95735547e-01 1.36112572e+02 1.79386814e-03 4.66684846e-02 9.54086392e-01 1.00010854e+00 9.99118438e-01 2.33342423e+01 9.98757362e-01 0.010000 -4.12721889e-05 1.10364457e-02 -3.49458371e-16 6.96129216e-17 -9.71141324e-16 -6.47817148e-13 3.12197902e-13 1.04719755e+00 1.00194126e-13 3.41923781e-14 -2.78005596e-13 9.98757362e-01 4.66684849e-02 8.70653346e-16 3.56909508e-13
1.20000000e+02 1.00000618e+00 9.99911167e-01 9.94924396e-01 1.66502026e+02 2.19437982e-03 5.16159994e-02 9.48932873e-01 1.00010694e+00 9.99112678e-01 2.58079997e+01 9.98551769e-01 0.010000 -4.02178751e-05 9.22617934e-03 -3.25511826e-16 7.65126961e-17 -9.87782559e-16 -6.30731363e-13 3.19259525e-13 1.04719755e+00 1.26201718e-13 3.84176351e-14 -2.80841954e-13 9.98551769e-01 5.16159997e-02 8.50725406e-16 3.59257781e-13
